용수구역명,연도,연평균 일평균기온(℃), 계절별 평균기온(℃ 3-5), 계절별 평균기온(℃ 6-8), 계절별 평균기온(℃ 9-11), 계절별 평균기온(℃ 12-2),폭염일수,한파일수,연평균 강수량(mm),계절별 강수량(mm 3-5),계절별 강수량(mm 6-8),계절별 강수량(mm 9-11),계절별 강수량(mm 12-2),강수일수(일), 유효강수일수(일), 일강수량 80mm 이상일수(일), 최대 연속무강우일수(일), 10일 연속무강우일수(회),기준증발산량(FAO Penman-Monteith), 기준증발산량(수정 Penman), 논면적(ha),밭면적(ha),생육기(5-9월) 강수량(mm),생육기(5-9월) 최대 연속무강우일수,연평균 유효우량(mm)(논),논-순용수량(mm),밭-순용수량(mm),논-조용수량(천㎥),밭-조용수량(천㎥),일최대강우량,5일누적 최대강우량
밀부,1999,13.2,13,23.3,14.9,1.5,3,0,1879.6,321.2,959.5,559,39.9,125,56,6,52,11,875.6,1126.7,2286.1,1352.1,1526.5,20,884.4,442.9,106.9,11479.3,1807,144,284.5
밀부,2000,13.2,12.4,24.5,14.3,1.4,17,0,981.5,133,579,257,12.5,93,43,0,71,11,902.7,1168.9,2300.8,1334,809,25,686.5,592,169.2,15441.8,2822.1,67.5,158
밀부,2001,13.3,12.9,24.5,14.4,1.3,16,2,1125,91.5,713,183,137.5,88,44,3,47,12,899,1165.8,2295.5,1323.3,839.5,21,529.2,766.7,204,19952.8,3373.7,178,203.5
밀부,2002,13.4,13.5,23.7,12.9,3.1,14,0,1531.5,300.5,995,155.5,80.5,117,46,3,32,11,966.3,1229.8,2283.1,1322,1196.5,26,676,723.3,219.8,18723.7,3632.9,116,390
밀부,2003,13.4,12.9,23.1,15.5,1.8,4,1,1685.3,468,813,332,72.3,130,61,3,49,9,901.2,1151.6,2236.6,1322.9,1306,17,937.5,396.1,106.2,10045.5,1756.9,177,231.5
밀부,2004,14.5,13.9,25.5,15.8,2.5,35,4,1377.4,267.8,723.5,285,101.1,123,46,2,76,11,917.7,1176.9,2216.3,1298.2,1064.5,17,717.2,633.3,159,15912.5,2580.8,89,207
밀부,2005,13.2,13,24.7,15,0,26,1,971.5,244.5,591.5,107.5,28,121,43,0,72,9,871.7,1128.3,2186.2,1299.6,727.5,13,642.3,637.9,146,15812.2,2371.9,64,136
밀부,2006,13.2,12,23.9,14.9,1.7,22,1,1324.5,292,854.5,118.5,59.5,115,52,3,62,10,826.5,1071.1,2154.6,1302.6,1126,20,779.6,556.6,128.8,13595.9,2096.6,109.5,240
밀부,2007,13.7,12.4,23.9,15.5,2.9,24,0,1061,179,516.5,297.5,68,108,47,1,72,12,839,1095.1,2118.2,1301.2,817,14,613.5,630.5,134.8,15141.1,2193.1,102,145.5
밀부,2008,13.6,12.9,24.6,15.5,1.4,34,0,807.5,262,459.1,32.2,54.2,101,39,1,44,10,876.3,1129.9,2098.4,1309.3,649.6,29,562.8,788.6,189.5,18762.5,3101.2,94,109.5
밀부,2009,14.5,14.3,25.3,15.5,2.7,23,1,1130.8,203,747.4,109.6,70.8,110,46,2,53,11,930.5,1209.1,2080.4,1319.1,895.7,29,605.5,736.5,224.1,17371.5,3694.5,118.5,173
밀부,2010,13.7,11.9,25.9,15.2,1.5,33,1,1251.5,301,581.6,220.1,148.8,112,52,2,39,13,888.3,1146.4,2023.1,1254.2,882.4,22,673,677.7,165.5,15544.7,2594.4,127,148.5
밀부,2011,13.5,12.1,25.2,16.2,0.4,21,5,1529.8,285,956.4,222.1,66.3,110,51,2,62,13,877.3,1140.4,1984.1,1281.7,1129.9,17,663.1,645.8,198.4,14528,3178.2,245,314.5
밀부,2012,13.4,13.4,25.7,14.3,0.2,28,2,1370.4,306.5,587.7,411.1,65.1,99,54,1,95,9,902.4,1168.1,2006.9,1341.5,949.5,24,639.5,627.2,230.8,14272.4,3870.1,106.5,167.5
밀부,2013,14.2,13.2,26.5,15.6,1.2,38,2,1036.5,276.2,508.7,185.1,66.5,101,41,0,31,15,940.3,1211,1981.3,1303.6,707.2,20,548.2,801.6,202.5,18007.2,3299,64,181.1
밀부,2014,14,14.2,24.3,15.3,1.9,23,0,1212.4,248.6,738.8,188.1,36.9,124,47,1,92,11,873,1129.7,1951,1299.8,855.2,20,621.3,669.5,151.3,14808.6,2457.8,105,163.5
밀부,2015,14.3,13.6,24.4,15.7,3.1,19,0,951.3,253,400.6,218.3,79.4,131,48,0,40,12,869.5,1100.4,1861.4,1324,568.5,19,504.9,786.1,162,16589.2,2680.8,54.6,143
밀부,2016,14.7,14.4,26,15.9,2.6,37,1,1568.2,377.4,381.5,651.4,157.9,152,48,3,47,11,873.7,1087.6,1865,1239.3,988.3,28,590.3,770.7,193.8,16296.9,3002.2,163.7,275.8
밀부,2017,14.3,14,26.2,15.2,1.5,38,0,558.1,158.4,225.4,128.2,46.1,133,31,0,72,9,911,1162.4,1614.3,1447.4,332.3,38,285.3,987.6,291.6,18075.1,5276.1,33.7,83.2
밀부,2018,13.9,14.1,26.2,14.2,0.9,43,5,1337,320,660.8,277.5,78.7,137,50,2,41,9,896.4,1118.8,1571.9,1454.7,852,27,476,860.2,215.7,15331,3922.9,197,291.7
밀부,2019,14.4,13.7,24.9,16.1,2.6,24,0,1181.1,165.5,508.9,428.1,78.6,129,42,2,57,14,891.1,1123,1528.1,1433.1,799.2,17,503,802.6,202.4,13905.7,3626.2,129.5,183.9
평방,1995,9.9,9.7,22.5,10.9,-3.6,2,29,1107.5,142.8,817.7,120.3,26.7,126,42,3,45,10,780.6,989.4,339.4,2668,927.2,15,648.3,763.7,123.5,2902.5,4118,120.3,216
평방,1996,10.1,9.4,22.9,11.5,-3.5,15,26,903.3,178.7,515.9,136.7,72,132,48,1,64,13,810.3,1022.1,313.1,2642.1,570.7,24,534.7,924.2,187.6,3239.9,6195.6,83.9,117.5
평방,1997,10.7,10.5,23,11.7,-2.9,13,31,1241.6,278.7,686.5,188,88.4,138,45,2,50,11,822.2,1036.7,327.3,2567.8,953.5,19,634.5,907.5,188.6,3325.9,6053.3,166,223.8
평방,1998,11.9,12.4,22.5,13.2,-0.8,1,14,1408,226.5,926.8,194.6,60.1,159,55,1,31,10,779,973.3,316.3,2556,1093.6,29,678.8,710.2,105.9,2515.3,3382.1,99,168.7
평방,1999,11.1,11,22.9,12.6,-2.1,8,21,1360.6,250.7,670.9,417,22,136,50,4,100,7,819.7,1027.1,318.2,2554.5,1041.4,19,600.5,859,114.3,3060.9,3649.8,117.8,239.6
평방,2000,10.6,10.5,23.3,11.2,-2.6,11,21,1060.8,128.2,568.6,308.2,55.8,145,45,1,56,13,751.2,928.7,318.9,2560,879,12,638.9,752.3,75.1,2686.2,2401.8,83.4,168.2
평방,2001,10.5,10.8,23,11.7,-3.9,11,29,792.3,64.7,517.3,121.1,89.2,138,37,0,57,11,808.3,1020.2,313.3,2550.5,583,24,466.2,928,231.8,3256.2,7389.8,78.7,111.7
평방,2002,10.4,11.3,21.7,9.7,-1.5,3,17,1406.5,261.2,953.1,106.6,85.6,137,52,3,58,9,801.4,1028.5,311.7,2545.2,1106.2,14,717.1,790.2,74.6,2758.7,2373.4,226,433.5
평방,2003,10.4,10.4,21.2,12.1,-2.6,1,17,1449.7,353.6,667.6,350.6,77.9,149,63,2,53,11,724,906.3,308.6,2535.2,1071.7,17,887,603.9,58.3,2087,1847.2,96,123.5
평방,2004,11.2,10.7,22.9,12.5,-1.6,18,17,1339.5,211.6,893.6,171.9,62.4,137,43,2,77,10,806.5,1030.4,308.2,2527.3,1150.8,20,605,867.5,153.5,2993.6,4849,170,303.5
평방,2005,10.5,10.6,23.5,12.4,-4.9,16,40,1252.1,156.8,719.6,348.6,27.1,142,57,2,73,11,823.8,1056.9,298.1,2523.9,1043.7,14,666.4,773.6,84.8,2582.5,2675.2,98.5,166
평방,2006,11.3,10.6,22.9,13,-1.8,14,17,1304.2,206.8,929.2,102.7,65.5,147,50,2,45,13,807.5,1036.9,271.2,2531.7,1063.5,20,625.7,858.3,172.7,2606.5,5465.4,168,322.5
평방,2007,11.5,10.7,22.9,12.5,-0.4,4,4,1714.9,279,1040.1,334.1,61.7,180,64,2,32,11,787.6,1012.9,248.2,2477.1,1462.8,16,881.9,547.2,81.9,1521,2535.2,155.5,351
평방,2008,11.4,11.4,23.1,12.9,-2.2,15,19,876.6,146.3,584.9,93.9,51.5,127,37,0,63,9,806.6,1025.3,236.7,2410.9,707.8,17,552.3,874.6,151.7,2318.7,4573.2,76.5,157
평방,2009,11.5,11.6,22.8,12.8,-1.5,5,22,1027,183.8,636.1,139.2,67.9,123,43,2,28,12,812.4,1028.9,235.7,2349.5,784.8,15,556.4,909.1,118.5,2399.9,3478.8,124,210
평방,2010,11.2,10.1,24.5,12.6,-2.5,18,21,1341.2,255.6,517.7,427.1,140.8,168,59,2,38,10,771.7,979.7,231.7,2333.4,1009,21,649.7,775,77.7,2010.7,2265.7,153,177
평방,2011,11,10.4,23.8,13.1,-3.4,8,33,2085.7,319.2,1403,292.3,71.2,134,57,5,107,12,777.8,993.1,194.8,2333.6,1704.8,20,927.5,634.7,85.9,1384.6,2506.6,157.5,295.5
평방,2012,10.9,11.3,24.1,11.7,-3.9,18,34,1398.8,210.4,825.1,293.6,69.7,129,48,3,58,10,835.1,1042.4,202.2,2424.9,1070.6,21,748.8,745.3,151.5,1687.4,4591.3,173.5,192
평방,2013,11.3,10.7,24.5,12.5,-2.7,9,21,1238.3,232.2,707.6,200.9,97.6,130,53,3,37,10,817.6,1011.5,198.9,2380.7,964.6,20,654.6,799.1,51.5,1779.7,1533,107,182
평방,2014,11.9,12.6,23.4,13.1,-1.8,14,17,876.5,101.9,421.8,313.3,39.5,115,42,0,50,10,849.7,1066.3,178.3,2391.6,609,28,504.8,929.2,182.1,1855.7,5444.3,79.5,109.5
평방,2015,12.4,12.3,23.6,13.7,-0.1,16,7,676,104.8,352.3,162.2,56.7,135,35,1,61,11,873.4,1094.9,174.4,2366,391.8,38,320.5,1124.1,291.2,2194.8,8612.9,101.1,128.8
평방,2016,12.4,12.5,23.8,13.9,-0.6,23,11,940.4,156.1,514.5,160.8,109,162,39,1,70,10,827.3,1031.6,139.3,2366.6,611.8,21,428.2,1040.5,166.1,1622.7,4912.7,147.3,249.7
평방,2017,11.7,12.4,23.2,12.4,-1.4,9,13,996.1,117,729.9,82.7,66.5,150,47,0,50,9,819.8,1021.2,104.6,2391,784.2,16,649.8,747.1,188.9,875.3,5644.5,72.3,139.2
평방,2018,11.6,12.3,24.5,11.8,-2.5,36,20,1360.8,308.9,638.9,342.4,70.6,124,45,1,65,10,826.4,1022.7,76.5,2401.7,939.8,33,594.1,985.9,219.4,844.8,6587.2,114.8,203.4
평방,2019,12.2,11.8,23.2,13.7,-0.3,14,5,830.4,120.1,374,283.1,53.2,140,37,0,60,9,796.2,996.6,76.3,2363.8,522.4,26,383.6,1003.9,147.8,858,4367.4,76.4,96.8
승서,1981,11.9,11.7,24,12.2,-0.6,14,1,1662.1,136.3,1000.9,439.7,85.2,135,52,5,46,11,790.5,974.5,2371.3,1167.8,1414.2,25,671.6,547.7,122.5,14709.1,1788.4,178,334.2
승서,1982,12.5,11.9,23.5,14.1,0.2,9,0,1084.8,228.7,547.9,225,83.2,127,45,1,30,14,809.1,996.7,2365.4,1156.2,660.3,24,545.6,745.1,165.2,19959.1,2386.9,123,143.9
승서,1983,12.5,12,23.8,14.1,-0.3,16,3,1154.6,297,441.8,334.9,80.9,135,59,1,24,13,779.5,953.4,2371.3,1158.8,796.2,16,525.3,791.1,164.9,21244.7,2388.2,127.6,269
승서,1984,12.1,11.1,24.5,13.4,-0.9,15,3,1486.5,294.8,812.7,342.5,36.5,149,51,1,50,9,773.3,951.1,2358.9,1140,1158.1,12,785.3,512.9,82.7,13703,1178.8,113,176.2
승서,1985,12.5,11.7,24.1,14.6,-0.7,24,5,2175,409.4,1065.8,591.7,108.1,161,71,6,33,8,781.8,962.6,2366.9,1124.4,1645,18,797.1,567.8,108.4,15221,1524,198.6,412.6
승서,1986,12,11.7,23.3,12.6,0.1,9,1,1476.3,239.6,848.1,293.3,95.3,142,51,3,44,11,791.9,984.3,2365,1122.6,1193.5,11,781.8,524,41,14034.4,575.2,189.7,225.1
승서,1987,12.6,11.5,23.6,14.2,1,5,0,1701.2,284.4,1095.8,208.8,112.2,149,58,2,54,8,771.6,955.7,2218.1,1016,1244.9,25,809.9,479.4,134.9,12042.5,1712.8,172,354.5
승서,1988,12.3,11.1,24.1,13.4,0.4,20,0,786.8,246.5,445.7,51.9,42.7,139,27,1,53,7,794.8,983.7,2222.7,1009.3,600.5,27,499.4,803.8,206.1,20234.1,2600.1,99,158.4
승서,1989,13,12.3,23.2,13.7,2.4,3,0,2059.3,140.9,1332.7,356.6,229.1,151,62,6,117,9,777.6,959.7,2225.9,998.1,1645.8,23,773.3,436.9,89.3,11012.5,1114.1,250.6,420
승서,1990,13.4,11.7,24.8,15.1,1.8,20,4,1504.3,300.7,732.9,296.8,173.9,146,72,1,61,8,774.2,960.2,2201.3,985.5,1061.1,9,831.2,489.5,45.4,12202.7,559.3,108,170.8
승서,1991,12.7,11.9,24,13.5,1.1,6,3,1694.6,319.7,1011.2,235.6,128.1,143,53,4,52,14,818,1001.5,2192.1,973.3,1264.4,20,726.6,548.4,158.7,13615.5,1931.3,223.4,290.4
승서,1992,12.6,11.7,23.7,13.2,1.9,14,0,1112.8,293.2,410,294.5,115.1,147,50,2,34,13,897,1095.5,2157.7,970.2,761.1,34,531.4,878.9,270.8,21475.8,3284.1,99.5,190
승서,1993,12.1,11.1,22.3,13.6,1,1,0,1384.3,223.1,885.9,180.6,94.7,137,54,1,41,9,767.3,970.4,2123.8,964.3,1067.7,13,794.8,503.6,95.9,12113.4,1155.4,103.5,170
승서,1994,13.2,11.6,25.3,14.1,1.4,36,2,1067.3,162.5,614,205,85.8,107,41,1,38,12,887.7,1129.3,2140.5,989.7,711.5,26,424.8,970.8,262.8,23534.2,3251.3,216.5,344.5
승서,1995,12,10.9,23.9,12.8,0.3,11,0,1170.4,314,679,100.2,77.2,133,42,1,28,12,837.1,1076.3,2099.2,1017.3,867,20,647.8,728,175.5,17306.4,2231.3,93.5,203
승서,1996,12.1,10.4,23.8,13.8,0.3,23,1,1252,273,685,235.5,58.5,131,50,2,61,13,851.1,1099.3,2069.7,998.8,796.5,21,654.6,651.6,145.2,15271.9,1812.7,114,186.5
승서,1997,13.1,12.3,24.4,14.5,1,22,2,1489,354.5,867,168,99.5,123,52,4,54,12,885.7,1169.3,2024.5,993.8,1077,22,670.4,745.8,216.2,17100.2,2686.4,104.5,202
승서,1998,13.7,13.6,23.5,14.8,2.6,0,0,2009.6,323.5,1200,405,81.1,144,61,4,38,8,799.7,1021,2016.1,992.3,1645.5,28,765.1,544.9,82.4,12442.5,1022.3,229.5,318.5
승서,1999,13,12.3,23.5,14.6,1.1,8,1,1883.2,340.5,1010.5,470,62.2,135,64,3,61,9,807,1027.7,2008.3,987.8,1490.5,13,870.3,461.1,67.9,10486.5,837.9,131,281
승서,2000,12.3,11.2,24.1,13.3,0.4,7,0,1756.6,106.5,1265,341.5,43.6,121,50,5,54,10,811.5,1033,1997.7,989.5,1564,15,890.3,369.8,72.7,8365.9,899,178.5,243
승서,2001,12.5,11.8,24,13.6,0.3,20,5,1311.9,99.7,834.5,189.5,188.2,131,49,2,47,14,821.1,1036,1991.7,983.4,941.5,18,648.7,619.5,133.2,13974.8,1637.9,185,217.5
승서,2002,12.6,12.5,23.3,12.4,2.1,9,0,1879.5,287,1244.5,237.5,110.5,145,60,4,33,10,867.8,1096.3,1977.1,988.5,1465,15,766.2,599.5,106,13422.6,1309.6,254.5,357
승서,2003,12.5,12.2,22.1,14.4,0.9,1,2,1938.7,483.9,1004.8,349.6,100.4,156,69,4,36,10,721.2,870.9,1960.1,984.5,1484,17,957.7,259.7,31.1,5763.9,382.9,166,186.2
승서,2004,13,12.3,23.8,14,1.7,23,1,1777,235.3,992.8,464.8,84.1,143,43,5,76,11,781.4,943.3,1935.1,982.5,1495.7,23,655.4,624.5,176.1,13685.1,2162.5,230,355.5
승서,2005,12.2,11.5,24.1,13.6,-0.8,17,2,1133.9,258.3,699.6,99.3,76.7,165,47,1,72,10,783,955.3,1914,976.6,832.6,26,629.5,646.8,123.4,14019.8,1506.9,104,208.5
승서,2006,13,11.8,24.2,14.7,1.3,26,1,1710.8,405.6,1047.8,154.6,102.8,138,55,4,34,12,758,919.6,1880.4,960.6,1375.3,17,826.9,489.1,103.3,10416.1,1240.2,137.5,266.5
승서,2007,13.5,12.4,24.2,14.3,2.9,18,0,1817.6,271.5,770,642,134.1,154,57,4,36,12,763.1,930.2,1849.7,940,1435.5,20,724.5,532.3,94.9,11150.7,1115.1,145.5,294.9
승서,2008,13.1,12.6,24.2,14.8,0.9,22,0,957.5,225.4,600.1,61.7,70.3,128,41,0,34,10,810.1,1010.7,1459.5,1304,756.7,29,619,676.9,130.3,11188.6,2123.4,75,155
승서,2009,13.1,12.6,23.6,14.5,1.6,6,1,1643.6,242.9,1169.4,111.6,119.7,137,53,4,44,9,818.9,1023.4,1288.5,1419.6,1361.4,30,725.3,606.8,120.9,8854.8,2144.7,216.5,333
승서,2010,13,11.3,25,14.3,1.2,18,1,1859.1,413.7,943.4,283.1,218.9,151,65,3,49,12,782.9,979,1205.5,1445.4,1301.8,20,808,493.4,109.7,6736.9,1981.6,154.5,216.5
승서,2011,12.6,11,24,15.4,-0.2,6,2,2216.9,343.9,1520.9,268.6,83.5,152,55,7,48,13,813.1,1033.1,1198.2,1428.3,1753.1,17,696.6,588.2,130,7981.3,2321.1,251.5,574.5
승서,2012,12.4,12,24.3,13.5,-0.4,11,1,1967,364.9,1075.7,415.9,110.5,147,61,7,75,8,835.3,1072,1195.7,1498.6,1419,23,677.8,571.3,196.6,7736.6,3682.9,120,336
승서,2013,12.8,11.3,24.8,14.2,0.7,13,1,1280.4,355.5,555.1,275.7,94.1,134,45,1,31,12,886.6,1124.6,1233.8,1402,892.2,21,610,718.3,179.6,10036.7,3147.8,93.5,243.1
승서,2014,12.7,12.4,22.8,14.3,1,2,0,1910.8,275.3,1179.1,419.7,36.7,131,59,5,92,9,837.9,1065.5,1199.7,1419.1,1478.1,19,685.8,624.4,103.5,8483,1836.6,284.5,393.5
승서,2015,13.3,12.6,23.2,14.8,2.3,10,0,1331.5,355.3,546.7,306.9,122.6,136,53,1,35,14,866.6,1096.2,1172.5,1426.2,756.9,17,627.7,770.8,149.7,10235.1,2668.2,166,225
승서,2016,13.9,13.5,25.1,15.1,2,29,1,1614.6,506.9,389.2,549.1,169.4,141,59,2,44,10,902.3,1143.4,1170.9,1349.6,822.9,17,578.3,868.4,178.5,11515.2,3010.6,149.4,176
승서,2017,12.8,12.3,24.3,13.7,0.7,14,0,883.4,156.6,441.7,212.5,72.6,115,37,1,72,9,888.3,1120.6,1129,1350.8,565.8,21,400.2,849.2,225.3,10857.8,3803.4,86.1,179.8
승서,2018,12.8,12.7,24.6,13.3,0.3,29,4,1532.4,375.1,637.4,437.8,82.1,124,48,6,42,10,848.8,1047.1,1074.1,1382.3,959.9,41,478,851.8,249.3,10361.9,4308,131.3,249.3
승서,2019,13.2,12.2,23.1,15.1,2.2,6,0,1568.2,270.5,674,536,87.7,143,45,4,55,12,845.7,1057.4,1028.5,1400.5,1096.2,16,696.1,639.4,61,7447.8,1067.4,194,270
장번,1988,10.2,9.1,22.5,11.2,-2.1,1,13,849.4,226,461.6,100.9,60.9,139,35,0,72,10,846.6,1034.4,2235.8,933.4,630.9,21,503.5,838,326.6,21585.3,3811.1,78.7,187.7
장번,1989,10.9,10.5,21.4,11.4,0,0,6,1837.3,184,1037.8,385.2,230.3,149,66,5,33,11,819.5,986.7,2241.6,923.3,1336.4,21,753.1,507.4,228.4,13104.4,2636.4,108,339
장번,1990,11.3,10,23.2,12.9,-1.1,7,13,1591.6,287.7,793.7,279.7,230.5,150,72,0,43,6,814.2,976.5,2229,902.8,1126.2,25,823.7,528.4,256.6,13568.8,2895.2,75.3,206.9
장번,1991,10.2,9.9,22,10.8,-1.9,0,16,1406.5,259.5,838.8,155.2,153,157,65,2,40,14,778.8,968.5,2227.4,902.8,1002.4,23,742,486,234.9,12470.7,2650.4,93.6,181.9
장번,1992,10.3,9.8,21.4,10.5,-0.6,0,6,1162.4,267,505.1,273.6,116.7,162,47,2,34,13,798.1,987.8,2224,893.3,795,34,448.8,845.1,309.9,21653.2,3460.8,159.5,221.8
장번,1993,9.7,9,20.3,10.9,-1.9,0,13,1570.6,240,871.8,345.7,113.1,149,54,4,41,9,714.7,874.1,2212.7,882,1230,20,839.2,427,175.2,10884.1,1931.3,172,201
장번,1994,10.8,9.8,23.3,11.5,-1.7,12,15,742.5,164,357.5,138.5,82.5,109,37,0,36,12,830.2,1004.6,2184.1,871.7,468.5,25,451,897.5,315.3,22584.2,3435,61,76
장번,1995,9.7,9,21.8,10.5,-2.7,1,14,1236.3,234.5,769,160.1,72.7,148,50,1,28,11,762.8,929.8,2069.1,1076.6,934,28,589.3,645,223.1,15374.3,3002.9,85,192
장번,1996,9.6,8.3,21.9,10.7,-2.8,1,22,1288.6,278.3,762.5,179.6,68.2,138,52,3,51,11,745,903.7,2071.2,1040.2,872,21,677.2,604.5,164.1,14424.4,2134,135.5,179
장번,1997,10.4,10.2,22.1,11.2,-2,0,20,1822,313.5,1155.5,180.4,172.6,139,54,5,50,10,775.5,953.7,2038.7,1022.5,1369.5,21,701.2,626.8,240.1,14722.1,3069.3,170,272.5
장번,1998,11.6,11.7,21.7,13.1,-0.4,0,10,1985.1,319.1,1288,301.2,76.8,158,61,4,38,8,745.9,922.2,2037.7,977.6,1598.5,19,724.5,538.1,129.8,12632.1,1586.3,121,307
장번,1999,11,10.4,21.8,12.4,-0.9,0,6,1550.3,311.5,759,412.2,67.6,150,60,3,56,9,788.5,985.4,2003.9,996.6,1150,18,773.6,539.8,187.3,12462.5,2333.8,106,189
장번,2000,10.2,9.5,22.3,10.8,-1.9,0,10,1444.7,101,935.5,349,59.2,133,56,1,51,11,786.5,980.8,1988.6,1002.4,1216.5,14,873.7,345.9,161.8,7924.9,2027.3,114.5,189
장번,2001,10.4,10,22.6,11.7,-3,2,24,1361.5,89.9,849.5,202.5,219.6,121,48,4,56,10,827.1,1040.4,1991.6,963.8,977.5,34,606.7,663.9,285,15233.2,3433.2,123.5,239.5
장번,2002,10.6,10.9,21.6,9.9,-0.2,0,4,1698.5,339.7,1021,152.9,184.9,153,57,3,25,12,832.6,1064.6,1988.4,954.9,1206,25,669.8,689.5,256.3,15795.6,3059.1,182.5,351
장번,2003,10.5,10.6,20.8,12.4,-2,0,21,2208.1,451,1326.5,315,115.6,160,75,7,27,10,753.1,931.9,1973.2,952.2,1746.5,16,992.3,273.1,93.4,6207.4,1112.2,114.5,303.5
장번,2004,10.9,10.3,22.4,11.8,-0.9,3,14,1398.3,227,805,277,89.3,149,55,1,77,10,809,1007.1,1957.4,961.7,1133,17,726,602.3,221,13581.9,2657,130,216
장번,2005,10.2,9.8,22.3,12.1,-3.6,1,22,1431.6,211.8,1014.5,120.5,84.8,154,52,2,51,13,808,1007.4,1952.7,960.8,1141,16,747.9,505.6,214.3,11374.5,2573.4,125.5,303
장번,2006,10.8,9.8,22.1,12.2,-1,1,11,1354.2,289,836,114.5,114.7,138,55,0,34,13,777.2,966.6,1860.8,1032.5,1035,17,702.3,607,197.3,13012.4,2545.9,73.5,182.5
장번,2007,11.2,10.3,22.3,11.8,0.1,0,2,1563.3,288.3,639.5,516.5,119,152,60,3,36,12,763,955.8,1840.7,1027.2,1222,27,776.6,485.5,155.7,10296.1,1999.5,107.5,208.5
장번,2008,10.9,10.6,22.3,12.5,-1.8,3,12,863.4,240,511.2,57.5,54.7,122,43,1,69,8,805.4,1009.3,1764,1064.8,696.4,22,619.9,672.8,230,13673.1,3060.7,95,95
장번,2009,11.1,10.8,21.8,12.2,-0.8,0,15,1308.9,231.1,832.2,110.8,134.8,118,50,3,37,9,820.1,1035.8,1556.3,1233.9,1016.9,37,598.6,749.4,234.9,13437.5,3622.8,105,288.5
장번,2010,11,9.5,23.5,12.1,-1.3,1,14,1888.8,297.8,1087.4,307.1,196.5,157,67,4,24,12,778.6,980.7,1560.7,1203.8,1434.3,19,826.6,476.9,187.4,8574.9,2819.4,176.5,485.5
장번,2011,10.4,9.3,22.8,13,-3.7,0,35,1811.5,338,1148.3,246.8,78.4,122,56,5,48,11,778.7,990.5,1499.3,1246.9,1388.5,20,733.1,537.3,192.3,9280,2996.8,141,354
장번,2012,10.3,10.6,23,11,-3.6,3,35,1910.8,250.4,1039.1,527.6,93.7,127,55,4,61,10,786.2,990.6,1511.9,1276.9,1462.3,21,691.2,533.9,248.3,9300.2,3963,127.5,244
장번,2013,10.8,10.1,23.6,11.6,-2.5,3,21,1574.2,292.1,882.3,285.5,114.3,146,55,3,29,13,805.1,1007.1,1518.1,1250.7,1088.5,20,665.4,634.4,201.6,11095.2,3151.3,189.5,325.5
장번,2014,11.1,11.2,21.8,12.4,-1.4,0,10,1321.4,257.6,676.6,330.3,56.9,157,58,3,50,10,755.7,930.2,1466.3,1311,857.9,19,637.3,581.5,167.1,9823.6,2737.8,87,169.5
장번,2015,11.5,11.1,22,12.7,0,3,6,1012.2,232,340.3,299.7,140.2,143,53,1,50,10,791.9,985.2,1392.1,1398.1,422.8,38,411.1,862.1,260.7,13826.2,4555.2,103,103.5
장번,2016,11.7,11.4,23.2,13,-1,12,10,1485.8,360.8,548.6,427.7,148.7,154,60,1,42,13,814,1003.5,1350.4,1381.5,862.9,19,506.8,832.5,216.5,12951.8,3738.7,116,264
장번,2017,10.9,10.5,22.9,11.6,-1.8,3,11,1128.1,171.8,607,231.8,117.5,140,52,1,58,7,818.5,1020.7,1324,1371.3,797.1,27,682.6,545.9,191.5,8327.9,3283,89,122
장번,2018,11.2,11.7,23.9,11.2,-2.4,25,20,1665,409.5,852.2,320.2,83.1,127,58,4,41,10,839.1,1045.2,1277.6,1403.7,1102.1,41,466.6,903,322.1,13290.6,5651.8,174,403
장번,2019,11.5,10.6,22.4,13.2,-0.4,5,4,1262.8,211.8,557.1,394.5,99.4,122,47,1,57,12,804,1002.2,1261.7,1384.5,869.5,16,684.3,612.3,170.4,8900.9,2949.3,94,129
인기,1981,9.2,9.9,22.1,9.8,-5.3,9,40,1510.9,252.8,910.8,319.6,27.7,126,52,5,71,7,832.4,1070,318.5,595.4,1287,15,788.4,726.9,132.2,2652.1,984.1,131,270.1
인기,1982,10.1,10.2,21.9,11.3,-3.1,8,26,999.7,253.3,537.3,144.1,65,112,43,2,58,10,850.9,1080.6,316.1,598.1,727,33,540.8,921.3,276,3336,2063.7,97.7,159.4
인기,1983,9.9,10.3,21.9,11.2,-4,4,33,911.6,190.4,511.3,179.2,30.7,130,43,0,79,10,827.5,1060.8,315.2,590.6,667.4,36,588.4,850.1,193.6,3069,1429.2,68.4,130.2
인기,1984,9.4,8.9,23.1,11.4,-6.1,8,54,1469.2,161.1,776.6,483.6,47.9,140,45,4,72,12,823,1041.7,313.5,574.1,1301.2,14,671.5,802.1,156.4,2880.3,1121.9,275.8,494.5
인기,1985,9.8,9.6,23,11.5,-5.3,16,44,1095,240.7,408.3,392.9,53.1,134,47,0,60,10,824.7,1059.7,313.3,571.8,777.6,22,621.7,917.8,204.3,3294.2,1460.4,61.7,109.8
인기,1986,9.2,9.9,21.5,10.1,-4.8,1,38,942.5,135,555.9,212.4,39.2,137,42,0,46,10,777.9,975.3,311.1,572.8,709.1,27,597.6,838.9,148.4,2989.1,1062.3,65.5,109.8
